,location,bhk,total_sqft,bath,price,price_per_sqft
473,Whitefield,2,1130.0,2.0,42.16,3730.973451327434
474,Koramangala,2,1320.0,2.0,165.0,12500.0
475,Kodigehalli,2,1270.0,2.0,98.0,7716.535433070866
476,other,2,1200.0,2.0,62.0,5166.666666666667
477,other,4,4800.0,4.0,235.0,4895.833333333333
478,other,2,1200.0,2.0,74.0,6166.666666666667
479,Subramanyapura,2,929.0,2.0,50.17,5400.4305705059205
484,other,3,1464.0,3.0,56.0,3825.136612021858
485,7th Phase JP Nagar,4,3600.0,4.0,400.0,11111.111111111111
486,other,4,2000.0,4.0,99.0,4950.0
487,Chikkalasandra,2,1208.0,2.0,49.0,4056.291390728477
488,Hebbal Kempapura,2,1130.0,2.0,60.0,5309.734513274337
489,other,3,1753.0,3.0,120.0,6845.407872219053
490,Old Madras Road,5,4500.0,7.0,337.0,7488.888888888889
492,Hoodi,2,1196.0,2.0,94.42,7894.648829431439
493,5th Phase JP Nagar,2,1150.0,3.0,52.5,4565.217391304348
494,Electronic City,2,1128.0,2.0,63.0,5585.106382978724
495,other,2,1000.0,2.0,53.0,5300.0
496,Yelahanka,2,1035.0,2.0,45.0,4347.826086956522
497,Kereguddadahalli,2,950.0,2.0,32.0,3368.4210526315787
498,Bisuvanahalli,3,1075.0,2.0,36.0,3348.8372093023254
499,Whitefield,2,1040.0,2.0,48.5,4663.461538461538
500,other,2,720.0,2.0,45.0,6250.0
501,Lingadheeranahalli,3,1511.0,3.0,95.0,6287.22700198544
502,other,3,1300.0,3.0,58.0,4461.538461538462
503,Hoodi,3,1545.0,3.0,68.75,4449.838187702266
504,Shampura,1,375.0,2.0,26.0,6933.333333333333
505,Vidyaranyapura,2,1062.0,2.0,38.0,3578.154425612053
506,other,2,1115.0,2.0,40.0,3587.4439461883408
507,JP Nagar,2,1000.0,2.0,35.0,3500.0
508,Kambipura,2,883.0,2.0,45.0,5096.262740656852
509,Sarjapur  Road,2,1195.0,2.0,70.0,5857.740585774059
510,other,4,1200.0,3.0,165.0,13750.0
511,other,1,700.0,1.0,41.0,5857.142857142857
512,Vittasandra,2,1246.0,2.0,67.0,5377.2070626003215
514,Banashankari Stage III,4,8500.0,4.0,145.0,1705.8823529411766
515,other,4,1600.0,4.0,80.0,5000.0
516,Haralur Road,4,2805.0,5.0,154.0,5490.196078431372
517,Begur Road,3,1584.0,3.0,65.0,4103.535353535353
518,Sector 7 HSR Layout,4,3000.0,5.0,275.0,9166.666666666666
519,Hosur Road,3,1175.0,2.0,48.0,4085.1063829787236
520,other,3,1595.0,3.0,115.0,7210.031347962383
521,other,2,1353.0,2.0,110.0,8130.081300813008
522,Electronic City,3,1599.0,3.0,125.0,7817.385866166354
523,Whitefield,2,1150.0,2.0,70.0,6086.95652173913
524,Jakkur,4,5230.0,6.0,465.0,8891.013384321224
525,KR Puram,2,1155.0,2.0,42.74,3700.4329004329006
526,other,1,1200.0,2.0,85.0,7083.333333333333
527,Electronic City Phase II,2,1000.0,2.0,25.0,2500.0
528,Thanisandra,4,3000.0,4.0,120.0,4000.0
529,Rajiv Nagar,3,1867.0,3.0,160.0,8569.89823245849
530,Ramagondanahalli,2,1251.0,2.0,47.0,3756.994404476419
531,other,2,1028.0,2.0,45.5,4426.070038910506
532,Arekere,2,1222.0,2.0,45.0,3682.4877250409168
533,Bannerghatta Road,3,1170.0,2.0,66.0,5641.025641025641
534,Hebbal,3,2400.0,4.0,245.0,10208.333333333334
535,other,3,1385.0,2.0,48.48,3500.361010830325
536,HSR Layout,2,1372.0,2.0,68.0,4956.268221574344
537,Magadi Road,3,1282.0,2.0,49.0,3822.1528861154447
538,Mico Layout,9,5000.0,9.0,210.0,4200.0
539,other,5,3000.0,3.0,528.0,17600.0
540,Kanakpura Road,2,1135.0,2.0,39.73,3500.440528634361
541,Whitefield,3,1768.0,3.0,101.0,5712.669683257918
542,other,3,1325.0,2.0,90.0,6792.452830188679
543,Electronic City,3,1599.0,3.0,99.0,6191.369606003753
544,Whitefield,3,1500.0,3.0,61.95,4130.0
545,other,3,2610.0,3.0,499.0,19118.773946360154
546,Uttarahalli,2,1286.0,2.0,63.0,4898.9113530326595
547,Kammanahalli,5,2845.0,5.0,140.0,4920.91388400703
548,other,3,1600.0,2.0,50.0,3125.0
549,Hennur Road,2,1317.5,2.0,63.77,4840.2277039848195
550,Hebbal,3,3450.0,5.0,260.0,7536.231884057971
551,Munnekollal,2,1102.0,2.0,53.67,4870.235934664247
552,Yelahanka,2,1350.0,2.0,54.0,4000.0
553,Banashankari,3,1200.0,2.0,42.0,3500.0
555,other,2,1800.0,1.0,80.0,4444.444444444444
556,Chikkabanavar,2,950.0,2.0,40.0,4210.526315789473
557,Kanakpura Road,1,525.0,1.0,27.25,5190.476190476191
558,Attibele,2,656.0,2.0,25.0,3810.9756097560976
559,Marathahalli,4,1780.0,4.0,175.0,9831.460674157302
560,other,2,1056.0,2.0,80.0,7575.757575757576
561,Bannerghatta Road,1,595.0,1.0,33.32,5600.0
562,other,2,1080.0,2.0,50.0,4629.62962962963
563,7th Phase JP Nagar,3,2225.0,3.0,160.0,7191.011235955056
564,Bommasandra,2,1126.0,2.0,28.15,2500.0
565,Electronics City Phase 1,3,1490.0,3.0,84.0,5637.583892617449
566,HRBR Layout,4,2000.0,4.0,300.0,15000.0
567,Sarjapur  Road,3,1550.0,3.0,100.0,6451.612903225807
569,other,2,1160.0,2.0,55.0,4741.379310344828
570,Whitefield,4,4144.0,4.0,315.0,7601.351351351352
571,Sarjapur  Road,3,2100.0,3.0,125.0,5952.380952380952
572,Vittasandra,2,1404.0,2.0,69.3,4935.897435897436
573,Sarjapur  Road,4,2230.0,4.0,225.0,10089.686098654709
574,other,3,1544.0,3.0,120.0,7772.020725388601
575,Banashankari Stage III,3,1305.0,2.0,58.7,4498.08429118774
576,Marathahalli,2,1230.0,2.0,80.0,6504.065040650406
577,other,2,1200.0,2.0,65.0,5416.666666666667
578,Harlur,3,1460.0,3.0,73.0,5000.0
580,Gottigere,2,967.0,2.0,45.0,4653.567735263702
581,other,1,540.0,1.0,36.0,6666.666666666667
582,Hormavu,1,715.0,1.0,46.0,6433.566433566433
583,Whitefield,3,2500.0,3.0,313.0,12520.0
584,other,3,1578.0,3.0,180.0,11406.84410646388
585,Mysore Road,2,1020.0,2.0,48.95,4799.019607843137
586,Jigani,2,1020.0,2.0,40.0,3921.5686274509803
587,Koramangala,2,1253.0,2.0,102.0,8140.462889066241
588,other,2,1180.0,2.0,42.0,3559.322033898305
589,Nehru Nagar,2,961.0,2.0,38.0,3954.2143600416234
590,Kanakapura,3,1419.0,3.0,75.0,5285.412262156448
591,Harlur,3,1709.0,3.0,150.0,8777.062609713283
592,other,2,1600.0,2.0,115.0,7187.5
593,other,1,416.0,1.0,18.5,4447.115384615385
594,Sanjay nagar,2,1100.0,2.0,98.0,8909.09090909091
595,HSR Layout,3,1430.0,2.0,65.0,4545.454545454545
596,other,2,1260.0,2.0,45.0,3571.4285714285716
597,other,3,1630.0,3.0,85.0,5214.7239263803685
598,Sarjapur  Road,3,1249.0,3.0,44.71,3579.663730984788
599,Kalena Agrahara,3,1450.0,2.0,85.0,5862.068965517241
600,Konanakunte,3,2791.0,3.0,223.0,7989.967753493372
601,other,1,600.0,1.0,90.0,15000.0
602,other,1,834.0,1.0,60.0,7194.244604316546
603,other,3,1125.0,4.0,70.0,6222.222222222223
604,Arekere,3,2060.0,3.0,140.0,6796.116504854369
605,Malleshwaram,7,12000.0,7.0,2200.0,18333.333333333332
606,Gottigere,2,891.0,2.0,25.0,2805.8361391694725
607,Raja Rajeshwari Nagar,2,1133.0,2.0,49.07,4330.979699911739
608,Bisuvanahalli,3,1075.0,2.0,37.0,3441.860465116279
609,other,4,3000.0,5.0,260.0,8666.666666666666
610,Brookefield,4,2440.0,5.0,425.0,17418.032786885247
611,Vidyaranyapura,2,1200.0,2.0,55.0,4583.333333333333
612,Thanisandra,2,1075.0,2.0,45.8,4260.46511627907
613,Kaggadasapura,2,1140.0,2.0,40.0,3508.7719298245615
615,other,6,2160.0,5.0,250.0,11574.074074074075
616,Raja Rajeshwari Nagar,2,1090.0,2.0,42.0,3853.211009174312
617,R.T. Nagar,4,1500.0,4.0,70.0,4666.666666666667
618,Whitefield,4,4104.0,4.0,360.0,8771.929824561403
619,Whitefield,3,1790.0,3.0,100.0,5586.592178770949
620,Hebbal,3,1920.0,3.0,134.0,6979.166666666667
621,HRBR Layout,2,1374.0,2.0,95.0,6914.1193595342065
622,Bannerghatta Road,3,1445.0,3.0,95.0,6574.39446366782
623,Kanakapura,1,711.0,1.0,36.0,5063.291139240507
624,Tumkur Road,3,1500.0,3.0,95.0,6333.333333333333
625,Whitefield,3,1720.0,3.0,100.0,5813.953488372093
626,Vasanthapura,3,1400.0,3.0,60.0,4285.714285714285
627,Kundalahalli,2,1030.0,2.0,49.0,4757.281553398058
628,Mysore Road,2,1200.0,2.0,85.0,7083.333333333333
629,other,3,1375.0,3.0,70.0,5090.909090909091
630,Hegde Nagar,2,1050.0,1.0,56.0,5333.333333333333
631,Jalahalli,3,2250.0,3.0,160.0,7111.111111111111
632,Bellandur,2,1000.0,2.0,50.0,5000.0
633,other,1,469.0,1.0,25.0,5330.490405117271
634,Marathahalli,4,3800.0,4.0,250.0,6578.9473684210525
635,Kambipura,2,883.0,2.0,29.0,3284.2582106455266
636,GM Palaya,3,1820.0,2.0,86.0,4725.274725274725
637,Singasandra,3,1440.0,2.0,65.0,4513.888888888889
638,other,6,3600.0,4.0,160.0,4444.444444444444
639,Malleshwaram,4,2500.0,5.0,325.0,13000.0
640,Mahadevpura,2,1225.0,2.0,48.0,3918.3673469387754
641,other,3,4000.0,3.0,660.0,16500.0
642,Chikkalasandra,2,875.0,2.0,52.8,6034.285714285715
643,Jalahalli East,1,750.0,1.0,40.0,5333.333333333333
644,6th Phase JP Nagar,2,1180.0,2.0,80.0,6779.661016949152
645,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
646,Hennur Road,3,1500.0,2.0,62.0,4133.333333333333
647,other,2,1160.0,2.0,52.2,4500.0
648,Arekere,9,,9.0,265.0,
649,Hosakerehalli,3,2378.0,3.0,262.0,11017.661900756939
650,Sarjapur,2,1128.0,2.0,60.0,5319.148936170212
651,Hebbal,3,1500.0,3.0,150.0,10000.0
652,other,3,1220.0,2.0,35.23,2887.7049180327863
653,Sarjapur  Road,2,1210.0,2.0,58.0,4793.388429752066
654,Kanakpura Road,3,1100.0,2.0,58.0,5272.727272727273
655,Bommasandra,3,1200.0,3.0,46.0,3833.3333333333335
656,Haralur Road,4,3385.0,5.0,260.0,7680.945347119646
657,other,3,1641.0,3.0,66.0,4021.9378427787933
658,Horamavu Agara,2,1200.0,2.0,45.0,3750.0
659,Raja Rajeshwari Nagar,2,1260.0,2.0,67.39,5348.412698412699
660,Mahadevpura,3,1720.0,3.0,78.0,4534.883720930233
661,Yelahanka,2,1132.5,2.0,48.13,4249.889624724062
662,Yelahanka,2,1210.0,2.0,45.98,3800.0
663,Indira Nagar,4,2200.0,4.0,200.0,9090.90909090909
664,Bisuvanahalli,3,1075.0,2.0,45.0,4186.046511627907
665,Thanisandra,3,1702.0,3.0,130.0,7638.07285546416
666,other,2,1630.0,2.0,200.0,12269.938650306749
667,Raja Rajeshwari Nagar,2,1141.0,2.0,38.55,3378.6152497808935
668,other,3,2072.0,3.0,108.0,5212.355212355213
670,other,3,1200.0,2.0,70.0,5833.333333333333
671,other,3,1350.0,3.0,77.0,5703.7037037037035
672,other,4,4046.0,4.0,445.0,10998.517053880376
673,other,3,1180.0,2.0,78.34,6638.983050847458
674,Yelahanka,3,35000.0,3.0,130.0,371.42857142857144
675,other,2,1355.0,2.0,115.0,8487.084870848708
676,other,1,600.0,1.0,50.0,8333.333333333334
678,Bannerghatta Road,3,1640.0,2.0,120.0,7317.073170731707
680,Kodichikkanahalli,3,1190.0,2.0,57.0,4789.915966386555
681,OMBR Layout,4,2400.0,4.0,375.0,15625.0
682,Marathahalli,2,1019.0,2.0,49.85,4892.051030421982
683,other,3,1875.0,3.0,165.0,8800.0
684,Akshaya Nagar,3,1250.0,3.0,40.0,3200.0
685,Brookefield,3,1200.0,3.0,140.0,11666.666666666666
686,Whitefield,2,1140.0,2.0,56.0,4912.2807017543855
687,Lingadheeranahalli,3,1683.0,3.0,109.0,6476.5300059417705
688,Kaggadasapura,3,1515.0,3.0,83.3,5498.349834983498
689,Hoodi,4,2118.0,4.0,111.0,5240.793201133144
690,Bannerghatta Road,4,1380.0,3.0,58.0,4202.898550724638
691,Varthur Road,2,1083.0,2.0,61.75,5701.754385964912
692,other,2,600.0,2.0,55.0,9166.666666666666
693,other,3,2300.0,3.0,120.0,5217.391304347826
694,other,2,1240.0,2.0,60.0,4838.709677419355
695,other,3,1750.0,3.0,120.0,6857.142857142857
696,other,2,1230.0,2.0,43.48,3534.959349593496
697,Anjanapura,3,1500.0,3.0,139.0,9266.666666666666
698,Abbigere,2,985.0,2.0,40.39,4100.507614213198
699,Tindlu,3,1500.0,2.0,87.0,5800.0
700,Electronic City,2,1125.0,2.0,32.49,2888.0
701,other,2,950.0,2.0,44.0,4631.578947368421
703,Kothanur,3,1580.0,3.0,76.0,4810.126582278481
704,other,3,1092.0,2.0,98.5,9020.14652014652
705,Electronic City Phase II,2,1090.0,2.0,28.34,2600.0
706,Hennur Road,3,2264.0,3.0,159.0,7022.968197879859
707,Dommasandra,3,1033.0,2.0,25.53,2471.4424007744433
708,Kammasandra,2,810.0,2.0,24.5,3024.6913580246915
709,other,2,1045.0,2.0,45.0,4306.2200956937795
710,Hebbal,2,1337.0,2.0,82.0,6133.1338818249815
711,Chandapura,2,1200.0,2.0,32.0,2666.6666666666665
712,Koramangala,3,1580.0,3.0,160.0,10126.582278481013
713,Begur Road,3,1500.0,2.0,54.0,3600.0
714,Whitefield,3,1640.0,4.0,91.0,5548.780487804878
715,other,3,1570.0,3.0,62.0,3949.044585987261
716,Gubbalala,3,1470.0,2.0,82.0,5578.231292517007
717,Kengeri,2,1160.0,2.0,40.61,3500.862068965517
718,7th Phase JP Nagar,2,1050.0,2.0,71.0,6761.9047619047615
719,Dairy Circle,3,1855.0,3.0,225.0,12129.380053908355
720,Bannerghatta Road,3,1460.0,2.0,90.0,6164.3835616438355
721,Hulimavu,3,1823.0,3.0,100.0,5485.463521667581
722,Electronic City,2,1094.0,2.0,42.0,3839.1224862888484
723,Budigere,2,1153.0,2.0,57.0,4943.625325238509
724,other,3,1325.0,3.0,57.0,4301.88679245283
725,Parappana Agrahara,4,1200.0,3.0,85.0,7083.333333333333
726,Jakkur,3,1590.0,2.0,125.0,7861.635220125786
728,Raja Rajeshwari Nagar,4,1200.0,4.0,220.0,18333.333333333332
729,other,2,1202.0,2.0,48.0,3993.3444259567386
730,Haralur Road,2,1202.0,2.0,53.0,4409.317803660566
731,other,2,1200.0,2.0,62.5,5208.333333333333
732,Panathur,3,1688.0,3.0,118.0,6990.521327014218
733,Kaval Byrasandra,2,1020.0,2.0,52.0,5098.0392156862745
734,Sarjapur,2,1185.0,2.0,47.0,3966.2447257383965
735,Ramagondanahalli,2,1235.0,2.0,52.04,4213.765182186235
736,Hosakerehalli,4,3205.0,5.0,500.0,15600.624024960998
737,Banashankari,2,1077.0,2.0,37.64,3494.8932219127205
738,Kengeri Satellite Town,3,1415.0,2.0,66.0,4664.310954063604
739,EPIP Zone,3,2330.0,3.0,162.0,6952.789699570815
740,Whitefield,2,805.0,2.0,35.0,4347.826086956522
741,other,1,425.0,1.0,20.03,4712.941176470588
742,Whitefield,2,1155.0,2.0,59.95,5190.476190476191
743,Cunningham Road,4,5270.0,4.0,1250.0,23719.165085388995
744,Anekal,2,656.0,2.0,22.0,3353.6585365853657
745,other,2,1100.0,2.0,48.0,4363.636363636364
746,Mahadevpura,2,1150.0,2.0,52.0,4521.739130434783
747,other,1,600.0,1.0,60.0,10000.0
748,other,2,1468.0,2.0,140.0,9536.784741144415
749,other,4,4300.0,5.0,550.0,12790.697674418605
750,Whitefield,3,2280.0,4.0,126.0,5526.315789473684
751,Hegde Nagar,2,1341.0,2.0,97.0,7233.407904548844
752,Jakkur,2,1279.0,2.0,77.0,6020.3283815480845
753,Electronic City Phase II,4,2225.0,4.0,98.88,4444.044943820225
754,Thanisandra,2,1185.0,2.0,43.51,3671.7299578059074
755,other,3,1750.0,3.0,85.0,4857.142857142857
756,Kudlu,2,1152.0,2.0,53.5,4644.097222222223
758,Hulimavu,2,1300.0,2.0,36.0,2769.230769230769
759,Varthur Road,4,2760.0,4.0,155.0,5615.942028985507
760,5th Phase JP Nagar,2,1070.0,2.0,39.0,3644.8598130841124
761,Uttarahalli,2,1101.0,2.0,45.0,4087.193460490463
762,other,2,775.0,2.0,55.0,7096.774193548387
763,Yeshwanthpur,1,667.0,1.0,36.85,5524.737631184408
764,Electronic City,2,1070.0,2.0,55.0,5140.186915887851
765,Old Airport Road,3,1875.0,2.0,110.0,5866.666666666667
766,Kundalahalli,2,735.0,2.0,57.99,7889.7959183673465
767,Sarjapur,5,4360.0,4.0,90.0,2064.2201834862385
768,Koramangala,3,1750.0,3.0,130.0,7428.571428571428
769,Marathahalli,2,1215.0,2.0,67.0,5514.40329218107
771,Vishwapriya Layout,2,820.0,2.0,30.0,3658.5365853658536
772,Banashankari Stage VI,2,1177.5,2.0,59.935,5090.0212314225055
773,Battarahalli,3,1779.0,3.0,89.61,5037.099494097808
774,other,2,1105.0,2.0,58.0,5248.868778280543
775,other,1,,2.0,93.0,
776,Whitefield,3,1650.0,3.0,60.0,3636.3636363636365
777,Jalahalli,2,1694.0,2.0,150.0,8854.78158205431
778,Hosakerehalli,3,2376.0,3.0,203.0,8543.771043771043
779,Cox Town,3,1975.0,3.0,150.0,7594.93670886076
780,Kammasandra,2,674.0,2.0,33.0,4896.142433234421
781,Kaggadasapura,2,1185.0,2.0,41.0,3459.915611814346
782,other,1,445.0,1.0,28.0,6292.134831460674
784,HSR Layout,3,1475.0,3.0,75.0,5084.745762711865
785,Gottigere,3,1618.0,3.0,82.5,5098.887515451174
786,Koramangala,2,1120.0,2.0,65.0,5803.571428571428
787,Marathahalli,4,2181.0,3.0,152.0,6969.280146721688
788,Vidyaranyapura,4,1200.0,4.0,90.0,7500.0
790,Bannerghatta Road,3,1556.0,2.0,59.13,3800.1285347043704
791,Bannerghatta Road,2,1179.0,2.0,66.02,5599.660729431722
792,Thanisandra,2,1296.0,2.0,83.0,6404.320987654321
793,Kaggadasapura,2,1275.0,2.0,52.0,4078.4313725490197
795,Kathriguppe,3,1400.0,2.0,77.0,5500.0
796,Gottigere,2,1222.0,2.0,63.0,5155.482815057283
797,Electronic City,2,940.0,2.0,41.0,4361.702127659574
798,Thanisandra,2,1185.0,2.0,42.6,3594.9367088607596
799,Tumkur Road,3,1779.0,3.0,112.0,6295.6717256885895
800,Begur Road,3,1615.0,3.0,59.76,3700.30959752322
802,Haralur Road,2,1056.0,2.0,61.0,5776.515151515152
803,7th Phase JP Nagar,2,1100.0,2.0,46.0,4181.818181818182
804,Arekere,2,920.0,2.0,40.0,4347.826086956522
805,other,3,1602.0,2.0,75.0,4681.647940074907
806,Padmanabhanagar,2,1176.0,2.0,62.0,5272.108843537415
808,other,3,1352.0,3.0,135.0,9985.207100591717
809,Kasavanhalli,3,1717.0,3.0,99.0,5765.87070471753
810,other,4,10961.0,4.0,80.0,729.8604141957851
811,Bhoganhalli,4,2119.0,4.0,111.0,5238.319962246343
812,Vittasandra,2,1246.0,2.0,67.3,5401.284109149277
813,Anandapura,2,1141.0,2.0,42.79,3750.219106047327
814,Hennur Road,2,1157.0,2.0,84.0,7260.155574762316
815,Chandapura,2,1025.0,2.0,27.68,2700.487804878049
816,Yelahanka New Town,1,650.0,1.0,33.0,5076.923076923077
817,Hebbal,2,1349.0,2.0,98.0,7264.6404744255005
818,Narayanapura,3,1566.0,3.0,83.3,5319.284802043423
819,Sahakara Nagar,4,2830.0,3.0,195.0,6890.459363957597
820,Electronic City,3,1320.0,2.0,38.13,2888.636363636364
821,other,3,1780.0,3.0,84.83,4765.730337078651
822,Varthur,2,1091.0,2.0,34.9,3198.9000916590285
823,Rachenahalli,4,3670.0,4.0,300.0,8174.386920980926
824,7th Phase JP Nagar,2,918.0,2.0,50.49,5500.0
825,Yeshwanthpur,4,1950.0,4.0,130.0,6666.666666666667
826,Panathur,3,1695.0,3.0,90.0,5309.734513274337
827,Yelahanka,3,1705.0,3.0,95.0,5571.847507331378
828,Kalyan nagar,3,1375.0,3.0,75.0,5454.545454545455
829,Kanakpura Road,1,525.0,1.0,30.0,5714.285714285715
830,Whitefield,2,1447.0,2.0,83.0,5736.005528680028
831,Thanisandra,2,1114.0,2.0,39.0,3500.8976660682224
832,7th Phase JP Nagar,3,1450.0,2.0,100.0,6896.551724137931
834,Vasanthapura,2,1022.0,2.0,40.0,3913.894324853229
835,Hebbal,2,1000.0,2.0,45.0,4500.0
836,Electronic City,2,1128.0,2.0,68.75,6094.858156028369
837,Kanakpura Road,2,1180.0,2.0,57.0,4830.5084745762715
839,Nagarbhavi,2,1200.0,2.0,150.0,12500.0
840,Sadashiva Nagar,3,3761.0,3.0,660.0,17548.524328636002
841,Kanakpura Road,2,1339.0,2.0,75.0,5601.194921583271
842,Yelachenahalli,3,1400.0,2.0,55.0,3928.5714285714284
843,7th Phase JP Nagar,2,1040.0,2.0,39.52,3800.0000000000005
844,Kadugodi,2,1198.0,2.0,58.0,4841.402337228715
845,other,4,1200.0,3.0,95.0,7916.666666666667
846,Sarjapur  Road,3,1691.0,3.0,113.0,6682.436428149024
847,Bisuvanahalli,3,1075.0,3.0,36.0,3348.8372093023254
848,1st Block Jayanagar,3,1630.0,3.0,194.0,11901.840490797545
849,8th Phase JP Nagar,3,1240.0,3.0,43.5,3508.064516129032
850,Bannerghatta Road,2,1122.5,2.0,58.935,5250.334075723831
851,Mallasandra,3,1665.0,3.0,86.58,5200.0
852,Marathahalli,3,2489.0,3.0,94.0,3776.6171153073524
853,Brookefield,2,1142.0,2.0,70.0,6129.5971978984235
854,other,3,1976.0,3.0,184.0,9311.74089068826
855,other,4,5500.0,4.0,600.0,10909.09090909091
856,Kothannur,3,1853.0,3.0,82.0,4425.256341068538
858,Kasturi Nagar,2,1567.0,2.0,92.0,5871.091257179323
859,Talaghattapura,2,1090.0,2.0,27.24,2499.0825688073396
861,other,4,2400.0,4.0,640.0,26666.666666666668
862,Electronics City Phase 1,2,1175.0,2.0,51.47,4380.425531914893
863,Subramanyapura,2,1200.0,2.0,52.0,4333.333333333333
864,Kodichikkanahalli,2,995.0,2.0,41.0,4120.603015075377
865,Magadi Road,2,884.0,2.0,41.1,4649.321266968326
867,Yeshwanthpur,2,1170.0,2.0,57.0,4871.794871794872
868,KR Puram,2,1225.0,2.0,46.55,3800.0
869,Electronic City,2,1342.0,2.0,73.3,5461.997019374068
870,Uttarahalli,2,1345.0,2.0,67.0,4981.412639405205
871,Kodigehaali,3,1320.0,3.0,65.0,4924.242424242424
872,other,2,,2.0,45.0,
873,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,4332.456140350877
874,Battarahalli,2,1300.0,2.0,50.0,3846.153846153846
875,Hosa Road,3,1652.0,3.0,85.0,5145.2784503631965
876,Thigalarapalya,3,2072.0,4.0,142.0,6853.281853281854
877,Arekere,3,1740.0,2.0,95.0,5459.770114942528
878,Electronic City,3,1360.0,2.0,71.0,5220.588235294118
879,Hosur Road,3,1145.0,2.0,60.0,5240.174672489083
880,Uttarahalli,3,1540.0,2.0,40.0,2597.4025974025976
881,Sarjapur  Road,2,1278.0,2.0,95.0,7433.489827856025
882,Electronic City Phase II,1,630.0,1.0,40.0,6349.206349206349
883,Kanakpura Road,3,1100.0,3.0,58.0,5272.727272727273
884,other,3,1200.0,3.0,95.0,7916.666666666667
885,other,7,2500.0,6.0,115.0,4600.0
886,Chandapura,1,582.5,1.0,15.135,2598.283261802575
887,Chandapura,2,1015.0,2.0,25.88,2549.753694581281
888,Hosur Road,5,3300.0,5.0,240.0,7272.727272727273
889,Basaveshwara Nagar,5,4500.0,5.0,415.0,9222.222222222223
890,Gunjur,3,1356.0,2.0,66.0,4867.256637168141
891,other,2,823.0,2.0,28.0,3402.187120291616
892,TC Palaya,3,1200.0,2.0,66.0,5500.0
893,Ramamurthy Nagar,2,1050.0,2.0,37.0,3523.809523809524
894,other,2,1180.0,2.0,69.0,5847.457627118644
895,Whitefield,2,1116.0,2.0,51.91,4651.433691756272
896,7th Phase JP Nagar,2,1070.0,2.0,42.79,3999.0654205607475
897,Varthur,2,1385.0,2.0,80.0,5776.173285198556
898,Varthur,1,1000.0,1.0,70.0,7000.0
899,Whitefield,3,1897.0,3.0,130.0,6852.925672113864
900,Magadi Road,2,1005.0,2.0,55.78,5550.248756218905
901,Green Glen Layout,3,1575.0,3.0,125.0,7936.507936507936
902,Subramanyapura,2,975.0,2.0,65.0,6666.666666666667
903,Hennur Road,3,1904.0,3.0,120.0,6302.5210084033615
904,Kengeri Satellite Town,1,930.0,1.0,30.0,3225.8064516129034
905,Kanakpura Road,1,525.0,1.0,26.0,4952.380952380952
906,other,1,686.0,1.0,17.0,2478.134110787172
907,Electronic City Phase II,2,2400.0,3.0,150.0,6250.0
908,other,2,1410.0,1.0,233.0,16524.822695035462
909,Sarjapur  Road,3,2238.0,3.0,140.0,6255.585344057194
910,Harlur,2,1174.0,2.0,69.0,5877.342419080068
911,Thubarahalli,4,3800.0,4.0,239.0,6289.473684210527
912,Whitefield,3,2225.0,2.0,125.0,5617.9775280898875
913,other,2,1250.0,2.0,200.0,16000.0
914,Jigani,2,918.0,2.0,52.0,5664.488017429194
915,Mahadevpura,2,1250.0,2.0,52.0,4160.0
916,Sarjapur  Road,3,1800.0,3.0,110.0,6111.111111111111
917,Marathahalli,2,1170.0,2.0,53.0,4529.91452991453
918,other,1,1300.0,1.0,200.0,15384.615384615385
919,Bannerghatta Road,2,793.0,2.0,45.0,5674.653215636822
920,Jakkur,3,1710.0,3.0,107.0,6257.309941520468
921,Kambipura,3,1082.0,2.0,57.5,5314.232902033272
922,Naganathapura,2,1001.0,2.0,33.03,3299.7002997002996
923,other,4,1500.0,4.0,180.0,12000.0
924,Yelahanka,3,1590.0,2.0,54.0,3396.2264150943397
925,other,3,2400.0,2.0,80.0,3333.3333333333335
926,Horamavu Banaswadi,3,1554.0,3.0,55.0,3539.253539253539
927,Thanisandra,2,1142.5,2.0,43.415,3800.0
928,Bellandur,5,4239.0,5.0,423.0,9978.768577494691
929,Konanakunte,2,884.0,1.0,58.0,6561.085972850678
930,Hosa Road,2,1045.0,2.0,98.89,9463.157894736842
931,Marathahalli,2,1019.0,2.0,49.86,4893.032384690873
932,Ambedkar Nagar,3,1935.0,4.0,130.0,6718.3462532299745
933,Uttarahalli,3,1135.0,2.0,39.73,3500.440528634361
934,Lakshminarayana Pura,3,1680.0,3.0,150.0,8928.57142857143
935,Hebbal,4,2470.0,5.0,247.0,10000.0
936,1st Phase JP Nagar,4,2825.0,4.0,250.0,8849.557522123894
937,Hosakerehalli,3,2480.0,3.0,330.0,13306.451612903225
939,Ramamurthy Nagar,5,1800.0,4.0,187.0,10388.888888888889
940,Kasavanhalli,3,1799.0,3.0,90.0,5002.77932184547
942,Attibele,1,400.0,1.0,11.0,2750.0
943,Kundalahalli,2,1047.0,2.0,82.0,7831.900668576886
944,other,2,1282.0,2.0,87.0,6786.271450858035
945,NGR Layout,2,1020.0,2.0,45.9,4500.0
947,Whitefield,2,1495.0,2.0,79.5,5317.725752508361
948,Kasavanhalli,4,3260.0,4.0,240.0,7361.963190184049
949,other,3,1611.0,2.0,64.44,4000.0
